REGIAO_EXERC;DE_EXERC;CIE_ESCOLA;UA_EXERC;NOME_UA_EXERC;MUNICIPIO_EXERC;QUADRO_EXERC;DI;CARGO_EXERC;NOME_CARGO_EXERC;CATEG_E;TT_DIAS_FALTA_MEDICA;TT_DIAS_FALTA_JUST;TT_DIAS_FALTA_INJUST;TT_DIAS_LIC_PREMIO;TT_DIAS_LIC_GESTANTE;TT_DIAS_LIC_ACID_TRAB;TT_DIAS_LIC_INTER_PARTIC;TOT_DIAS_AUSENCIAS;TOTAL_DIAS_MES;id_interno
INTERIOR;"D.E.REG. AVARE ";900424;64202;EE DIMAS MOZART E.SILVA-PROF.;"TAQUARITUBA                            ";QM-SUPORTE;1;6200;DIRETOR DE ESCOLA;A;0;0;0;0;0;0;0;7;31;194679
INTERIOR;"D.E.REG. BARRETOS ";22214;43356;EE BENEDITO PEREIRA CARDOSO-PF;"BARRETOS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;230364
INTERIOR;"D.E.REG. BARRETOS ";22391;43363;"EE SILVESTRE DE LIMA-CEL.    ";"BARRETOS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;240633
INTERIOR;"D.E.REG. BARRETOS ";22433;43513;"EE ZEZINHO PORTUGAL           ";"GUAIRA                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;1;31;210026
INTERIOR;"D.E.REG. BARRETOS ";28071;44030;EE ANTONIO AUGUSTO R.NEVES-DR.;"OLIMPIA                                ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;1;31;140453
INTERIOR;"D.E.REG. BARRETOS ";907736;73420;"EE FABIO JUNQUEIRA FRANCO     ";"BARRETOS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;2255302
INTERIOR;"D.E.REG. BAURU ";0;39688;"D.E.REG. BAURU ";"BAURU                                  ";QM-SUPORTE;1;6444;SUPERVISOR DE ENSINO;A;0;0;0;4;0;0;0;4;31;262700
INTERIOR;"D.E.REG. BAURU ";25215;43677;"EE ANTONIO S.SOBRINHO-PROF.  ";"BAURU                                  ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;31;31;31;242894
INTERIOR;"D.E.REG. BAURU ";25537;43697;"EE ERNESTO MONTE              ";"BAURU                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;163451
INTERIOR;"D.E.REG. BAURU ";25598;43701;"EE CHRISTINO CABRAL-PROF.    ";"BAURU                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;3;0;0;0;0;0;3;31;243127
INTERIOR;"D.E.REG. BAURU ";25598;43701;"EE CHRISTINO CABRAL-PROF.    ";"BAURU                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;31;0;0;31;31;343918
INTERIOR;"D.E.REG. BAURU ";38003;50915;"EE IRACEMA C.AMARANTE-PROFA. ";"BAURU                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;1;31;286653
INTERIOR;"D.E.REG. BAURU ";49657;62454;"EE JOAO MARINGONI             ";"BAURU                                  ";QM-DOCENTE;2;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;1;31;234158
INTERIOR;"D.E.REG. BAURU ";900217;63887;EE WALTER BARRETTO MELCHERT-PF;"BAURU                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;140215
INTERIOR;"D.E.REG. BAURU ";900229;63888;EE DURVAL GUEDES AZEVEDO-PROF.;"BAURU                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;1;1;31;153436
INTERIOR;"D.E.REG. BAURU ";925263;25356;"EE ANTONIO JORGE LIMA PADRE   ";"BAURU                                  ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;A;0;0;0;0;0;0;14;14;31;319903
INTERIOR;"D.E.REG. BIRIGUI  ";0;39708;"D.E.REG. BIRIGUI  ";"BIRIGUI                                ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;0;0;0;0;0;0;31;31;31;283403
INTERIOR;"D.E.REG. BIRIGUI  ";0;39708;"D.E.REG. BIRIGUI  ";"BIRIGUI                                ";QM-SUPORTE;1;6444;SUPERVISOR DE ENSINO;A;0;0;0;15;0;0;0;15;31;275456
INTERIOR;"D.E.REG. BIRIGUI  ";30132;44399;"EE ALVARO ALVIM               ";"BURITAMA                               ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;31;31;172953
INTERIOR;"D.E.REG. BIRIGUI  ";30272;45696;EE REGINA VALARINI VIEIRA-PROF;"BIRIGUI                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;5;31;196073
INTERIOR;"D.E.REG. BIRIGUI  ";43102;57245;EE LYDIA HELENA F.STUHR-PROFA.;"BIRIGUI                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;239487
INTERIOR;"D.E.REG. BOTUCATU ";0;39660;"D.E.REG. BOTUCATU ";"BOTUCATU                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;30;0;0;0;30;31;359493
INTERIOR;"D.E.REG. BOTUCATU ";0;39660;"D.E.REG. BOTUCATU ";"BOTUCATU                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;1;0;0;0;0;0;0;1;31;153856
INTERIOR;"D.E.REG. BOTUCATU ";14771;41913;"EE MANUEL JOSE CHAVES-DR.    ";"SAO MANUEL                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;1;31;467315
INTERIOR;"D.E.REG. BOTUCATU ";14771;41913;"EE MANUEL JOSE CHAVES-DR.    ";"SAO MANUEL                             ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;31;31;324939
INTERIOR;"D.E.REG. BOTUCATU ";14849;41906;EE AMERICO VIRGINIO SANTOS-PF.;"BOTUCATU                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;227502
INTERIOR;"D.E.REG. BOTUCATU ";14862;41917;"EE RAYMUNDO CINTRA-PROF.     ";"BOTUCATU                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;5;31;272856
INTERIOR;"D.E.REG. BOTUCATU ";910036;77303;EE INAH LOPES O.MACEDO-PROFA.;"ITATINGA                               ";QAE;1;4343;SECRETARIO DE ESCOLA;A;0;0;0;15;0;0;0;15;31;280714
INTERIOR;"D.E.REG. BOTUCATU ";917312;89694;"EE FRANCISCO GUEDELHA-PROF.  ";"BOTUCATU                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;2;31;236499
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";0;39670;"D.E.REG. BRAGANCA PAULISTA  ";"BRAGANCA PAULISTA                      ";QSE;1;3899;ANALISTA  ADMINISTRATIVO;A;0;0;0;9;0;0;0;9;31;358021
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";17917;53333;"EE GABRIEL DA SILVA-PROF.    ";"ATIBAIA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;345368
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";17978;42939;"EE JOSE GUILHERME             ";"BRAGANCA PAULISTA                      ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;243437
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";18053;42952;"EE JOSE ALVIM                 ";"ATIBAIA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;171616
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";564680;98307;EE JOAO E.ALMEIDA VANNI PROF .;"BRAGANCA PAULISTA                      ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;233572
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";909361;77187;"EE SILVIO C.PINTO JUNIOR-DR. ";"BRAGANCA PAULISTA                      ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;8;0;0;0;8;31;244702
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";912906;80752;EE MARIA O.S.L.FRATTINI-PROFA.;"SOCORRO                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;284228
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";912906;80752;EE MARIA O.S.L.FRATTINI-PROFA.;"SOCORRO                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;279635
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18284;42802;"EE ADALBERTO NASCIMENTO       ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;5;31;467668
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18302;42795;"EE CARLOS GOMES               ";"CAMPINAS                               ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;31;31;310611
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18302;42795;"EE CARLOS GOMES               ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;162188
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18302;42795;"EE CARLOS GOMES               ";"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;162188
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18521;42790;"EE GERALDO REZENDE-BARAO      ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;262612
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18533;42769;"EE TRINTA E UM DE MARCO       ";"CAMPINAS                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;13;31;269372
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18582;42784;"EE JOSE PEDRO DE OLIVEIRA     ";"CAMPINAS                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;31;31;31;307591
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18715;42804;"EE ANTONIO VILELA JR   PROF   ";"CAMPINAS                               ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;15;31;239444
INTERIOR;"D.E.REG. CAMPINAS LESTE ";47120;60847;"EE CORIOLANO MONTEIRO-PROF.  ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;302013
INTERIOR;"D.E.REG. CAMPINAS LESTE ";903905;69041;"EE ALBERTO MARTINS-PROF.     ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;31;0;0;0;0;31;31;202203
INTERIOR;"D.E.REG. CAMPINAS OESTE ";0;23855;"D.E.REG. CAMPINAS OESTE ";"CAMPINAS                               ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;0;0;0;30;0;0;0;30;31;352730
INTERIOR;"D.E.REG. CAMPINAS OESTE ";0;23855;"D.E.REG. CAMPINAS OESTE ";"CAMPINAS                               ";QM-SUPORTE;1;6444;SUPERVISOR DE ENSINO;D;0;0;0;15;0;0;0;15;31;251159
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18132;42930;"EE AMERICO BELLUOMINI-PROF.  ";"VALINHOS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;25;25;31;281773
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18697;42806;"EE JOSE DOS SANTOS - PADRE    ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;293246
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18797;42801;"EE BARRETO-DOM                ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;189630
INTERIOR;"D.E.REG. CAMPINAS OESTE ";40400;56520;EE MARIA NEIVA A.JUSTO-PROFA.;"VALINHOS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;178258
INTERIOR;"D.E.REG. CAMPINAS OESTE ";40400;56520;EE MARIA NEIVA A.JUSTO-PROFA.;"VALINHOS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;329271
INTERIOR;"D.E.REG. CAMPINAS OESTE ";46176;60032;EE NEWTON PIMENTA NEVES-PROF.;"CAMPINAS                               ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;31;31;408347
INTERIOR;"D.E.REG. CAMPINAS OESTE ";65535;27603;"EE ROBERTO MARINHO-JORNALISTA ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;31;31;31;248813
INTERIOR;"D.E.REG. CAMPINAS OESTE ";127796;27790;EE CECILIA GODOY CAMARGO-JORN.;"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;172457
INTERIOR;"D.E.REG. CAMPINAS OESTE ";901124;64099;EE CELESTE PALANDI MELLO-PROFA;"CAMPINAS                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;31;31;240228
INTERIOR;"D.E.REG. CAMPINAS OESTE ";907397;73385;EE P-EUGENE CHARBONNEAU-PF.DR.;"CAMPINAS                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;31;0;0;31;31;161905
INTERIOR;"D.E.REG. CAMPINAS OESTE ";907406;77291;EE MARIA L.C.FREIRE MARQUES-PF;"CAMPINAS                               ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;15;31;256087
INTERIOR;"D.E.REG. CAMPINAS OESTE ";914897;82475;"EE FRANCISCO DE ASSIS         ";"CAMPINAS                               ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;31;31;415741
INTERIOR;"D.E.REG. CAMPINAS OESTE ";923394;22721;"EE MARIA H.A.CARDOSO PROF     ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;30;31;241490
INTERIOR;"D.E.REG. CAMPINAS OESTE ";924573;24973;EE RACHEL DE QUEIROZ-ESCRITORA;"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;257254
INTERIOR;"D.E.REG. CAMPINAS OESTE ";924573;24973;EE RACHEL DE QUEIROZ-ESCRITORA;"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;343402
INTERIOR;"D.E.REG. CAMPINAS OESTE ";924957;25360;"EE MAGALI VALERIO-PROFA.     ";"CAMPINAS                               ";QM-DOCENTE;2;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;31;31;31;166365
INTERIOR;"D.E.REG. CAPIVARI ";0;84850;"D.E.REG. CAPIVARI ";"CAPIVARI                               ";QSE;1;3923;EXECUTIVO PUBLICO;A;0;0;0;0;0;0;31;31;31;363804
INTERIOR;"D.E.REG. CAPIVARI ";0;84850;"D.E.REG. CAPIVARI ";"CAPIVARI                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;164799
INTERIOR;"D.E.REG. CAPIVARI ";20801;42853;"EE FABIANO J.M.CAMARGO PADRE  ";"CAPIVARI                               ";QM-DOCENTE;2;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;31;31;244071
INTERIOR;"D.E.REG. CAPIVARI ";20801;42853;"EE FABIANO J.M.CAMARGO PADRE  ";"CAPIVARI                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;242817
INTERIOR;"D.E.REG. CAPIVARI ";909403;77293;EE MARIA L.STIPP STEFFEN-PROFA;"INDAIATUBA                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;8;0;0;0;0;8;31;349307
INTERIOR;"D.E.REG. CAPIVARI ";914009;81080;EE JOANA A.MARINS PEIXOTO-PROF;"MONTE MOR                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;2;31;173508
INTERIOR;"D.E.REG. CAPIVARI ";920083;13179;EE A.L.VIRGINELLI PRADO-PROFA.;"INDAIATUBA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;26;31;231278
INTERIOR;"D.E.REG. CAPIVARI ";920083;13179;EE A.L.VIRGINELLI PRADO-PROFA.;"INDAIATUBA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;157975
INTERIOR;"D.E.REG. CAPIVARI ";920083;13179;EE A.L.VIRGINELLI PRADO-PROFA.;"INDAIATUBA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;290570
INTERIOR;D.E.REG. CARAGUATATUBA;0;39643;D.E.REG. CARAGUATATUBA;"CARAGUATATUBA                          ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;0;0;0;0;0;0;0;30;31;151404
INTERIOR;D.E.REG. CARAGUATATUBA;11216;41581;"EE DEOLINDO O.SANTOS-CAPITAO  ";"UBATUBA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;31;0;0;0;0;31;31;268989
INTERIOR;D.E.REG. CARAGUATATUBA;11265;41574;"EE WALKIR VERGANI             ";"SAO SEBASTIAO                          ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;31;31;31;197175
INTERIOR;D.E.REG. CARAGUATATUBA;11320;41562;"EE THOMAZ RIBEIRO DE LIMA     ";"CARAGUATATUBA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;135984
INTERIOR;D.E.REG. CARAGUATATUBA;11332;41563;"EE ALCIDES DE CASTRO GALVAO   ";"CARAGUATATUBA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;3;0;0;0;0;3;31;184273
INTERIOR;D.E.REG. CARAGUATATUBA;38751;51035;EE SUELI APARECIDA F.SANTOS-PF;"UBATUBA                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;159974
INTERIOR;D.E.REG. CARAGUATATUBA;38763;50896;EE DIONISIA BUENO VELLOSO-PROF;"UBATUBA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;31;31;288484
INTERIOR;D.E.REG. CARAGUATATUBA;45147;58754;"EE ANTONIO ALVES BERNARDINO   ";"CARAGUATATUBA                          ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;A;0;0;0;0;31;0;0;31;31;238225
INTERIOR;D.E.REG. CATANDUVA;26554;43996;"EE JOAQUIM ALVES FIGUEIREDO   ";"CATANDUVA                              ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;2;0;0;0;0;0;2;31;256060
INTERIOR;D.E.REG. CATANDUVA;26554;43996;"EE JOAQUIM ALVES FIGUEIREDO   ";"CATANDUVA                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;236631
INTERIOR;D.E.REG. CATANDUVA;26566;44002;"EE BENEDITO BORGES SILVEIRA   ";"ELISIARIO                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;349093
INTERIOR;D.E.REG. CATANDUVA;26724;44130;"EE JOAO GOMIERI SOBRINHO      ";"PALMARES PAULISTA                      ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;1;31;271975
INTERIOR;D.E.REG. FERNANDOPOLIS;26797;43936;"EE JOAQUIM ANTONIO PEREIRA    ";"FERNANDOPOLIS                          ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;2;0;0;0;0;0;3;31;169009
INTERIOR;D.E.REG. FERNANDOPOLIS;26797;43936;"EE JOAQUIM ANTONIO PEREIRA    ";"FERNANDOPOLIS                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;29;29;31;251557
INTERIOR;D.E.REG. FERNANDOPOLIS;26979;43933;"EE SATURNINO LEON ARROYO      ";"FERNANDOPOLIS                          ";QAE;1;4343;SECRETARIO DE ESCOLA;A;0;1;0;0;0;0;0;28;31;199144
INTERIOR;D.E.REG. FRANCA;22779;43311;"EE CAETANO PETRAGLIA          ";"FRANCA                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;161801
INTERIOR;D.E.REG. FRANCA;22792;43313;EE JOAO MARCIANO DE ALMEIDA-DR;"FRANCA                                 ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;31;31;424216
INTERIOR;D.E.REG. FRANCA;22834;43329;EE SUZANA RIBEIRO SANDOVAL-PFA;"FRANCA                                 ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;31;31;190925
INTERIOR;D.E.REG. FRANCA;22986;43317;"EE HOMERO ALVES               ";"FRANCA                                 ";QM-SUPORTE;1;6200;DIRETOR DE ESCOLA;A;0;0;0;0;0;0;0;30;31;269969
INTERIOR;D.E.REG. FRANCA;23059;43543;"EE HENRIQUE LESPINASSE-PROF. ";"ITIRAPUA                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;1;31;181452
INTERIOR;D.E.REG. FRANCA;65997;27605;EE HELENA CURY DE TACCA-PROFA.;"FRANCA                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;191643
INTERIOR;D.E.REG. FRANCA;351076;91988;"EE VICENTE MINICUCCI-PROF.   ";"FRANCA                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;31;31;31;350068
INTERIOR;D.E.REG. FRANCA;442324;94272;EE ODETTE BUENO RIBEIRO-PROFA.;"FRANCA                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;2;31;161137
INTERIOR;D.E.REG. FRANCA;496546;97099;"EE ROBERTO SCARABUCI-PROF.   ";"FRANCA                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;1;31;464957
INTERIOR;D.E.REG. FRANCA;900679;64167;"EE SUELY MACHADO DA SILVA     ";"FRANCA                                 ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;31;31;262829
INTERIOR;D.E.REG. FRANCA;907790;73427;"EE CELSO TOLEDO-PROF.        ";"FRANCA                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;326228
INTERIOR;D.E.REG. FRANCA;907790;73427;"EE CELSO TOLEDO-PROF.        ";"FRANCA                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;179173
INTERIOR;D.E.REG. GUARATINGUETA;12403;41751;"EE HORTA-CEL.                ";"LAVRINHAS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;3;31;205946
INTERIOR;D.E.REG. GUARATINGUETA;12920;41724;EE FRANCISCO A.COSTA BRAGA-PF.;"GUARATINGUETA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;348313
INTERIOR;"D.E.REG. ITAPETININGA ";0;39657;"D.E.REG. ITAPETININGA ";"ITAPETININGA                           ";QSE;1;3899;ANALISTA  ADMINISTRATIVO;A;0;4;0;0;0;0;0;4;31;238274
INTERIOR;"D.E.REG. ITAPETININGA ";0;39657;"D.E.REG. ITAPETININGA ";"ITAPETININGA                           ";QM-SUPORTE;1;6200;DIRETOR DE ESCOLA;A;0;0;0;0;0;0;0;30;31;198217
INTERIOR;"D.E.REG. ITAPETININGA ";0;39657;"D.E.REG. ITAPETININGA ";"ITAPETININGA                           ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;31;31;343468
INTERIOR;"D.E.REG. ITAPETININGA ";15040;41935;"EE PEIXOTO GOMIDE             ";"ITAPETININGA                           ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;31;0;0;31;31;333856
INTERIOR;"D.E.REG. ITAPETININGA ";15064;41943;"EE FERNANDO PRESTES-CEL.     ";"ITAPETININGA                           ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;231303
INTERIOR;"D.E.REG. ITAPETININGA ";15246;41936;"EE MODESTO TAVARES DE LIMA    ";"ITAPETININGA                           ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;31;31;133059
INTERIOR;"D.E.REG. ITAPETININGA ";15246;41936;"EE MODESTO TAVARES DE LIMA    ";"ITAPETININGA                           ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;27;27;31;232291
INTERIOR;"D.E.REG. ITAPETININGA ";15246;41936;"EE MODESTO TAVARES DE LIMA    ";"ITAPETININGA                           ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;225501
