REGIAO_EXERC;DE_EXERC;CIE_ESCOLA;UA_EXERC;NOME_UA_EXERC;MUNICIPIO_EXERC;QUADRO_EXERC;DI;CARGO_EXERC;NOME_CARGO_EXERC;CATEG_E;TT_DIAS_FALTA_MEDICA;TT_DIAS_FALTA_JUST;TT_DIAS_FALTA_INJUST;TT_DIAS_LIC_PREMIO;TT_DIAS_LIC_GESTANTE;TT_DIAS_LIC_PATERNIDADE;TT_DIAS_LIC_ACID_TRAB;TT_DIAS_LIC_INTER_PARTIC;TOT_DIAS_AUSENCIAS;TOTAL_DIAS_MES;id_interno
GDE_SP;"D.E.REG. TABOAO DA SERRA ";906463;71117;"EE EDGARD FRANCISCO           ";"TABOAO DA SERRA                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;248914
GDE_SP;"D.E.REG. TABOAO DA SERRA ";906463;71117;"EE EDGARD FRANCISCO           ";"TABOAO DA SERRA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;14;31;141680
GDE_SP;"D.E.REG. TABOAO DA SERRA ";918799;2137;"EE SILVIA AP.SANTOS-PROFA     ";"TABOAO DA SERRA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;255039
GDE_SP;"D.E.REG. TABOAO DA SERRA ";923886;23498;EE ADENILSON SANTOS FRANCO-PF.;"TABOAO DA SERRA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;7;31;276411
GDE_SP;"D.E.REG. TABOAO DA SERRA ";923886;23498;EE ADENILSON SANTOS FRANCO-PF.;"TABOAO DA SERRA                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;7;31;276411
GDE_SP;"D.E.REG. TABOAO DA SERRA ";923886;23498;EE ADENILSON SANTOS FRANCO-PF.;"TABOAO DA SERRA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;190227
INTERIOR;D.E.REG. ADAMANTINA;30806;44525;"EE HELEN KELLER               ";"ADAMANTINA                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;483088
INTERIOR;D.E.REG. ADAMANTINA;30806;44525;"EE HELEN KELLER               ";"ADAMANTINA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;149982
INTERIOR;D.E.REG. ADAMANTINA;30910;44533;"EE PERCIO GOMES GONZALES-DR. ";"FLORIDA PAULISTA                       ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;0;31;31;428866
INTERIOR;D.E.REG. ADAMANTINA;31159;44591;"EE LUCIO ANTUNES-DOM          ";"PANORAMA                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;F;0;0;0;1;0;0;0;0;1;31;253044
INTERIOR;D.E.REG. ADAMANTINA;31636;44614;"EE BOSCO-DOM                  ";"OSVALDO CRUZ                           ";QAE;1;4344;ASSISTENTE ADM. ESCOLAR;A;0;0;0;0;0;0;0;31;31;31;341144
INTERIOR;D.E.REG. ADAMANTINA;31636;44614;"EE BOSCO-DOM                  ";"OSVALDO CRUZ                           ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;0;31;31;195869
INTERIOR;D.E.REG. ADAMANTINA;31636;44614;"EE BOSCO-DOM                  ";"OSVALDO CRUZ                           ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;0;31;31;195869
INTERIOR;D.E.REG. AMERICANA;16949;42835;"EE OCTAVIO SOARES DE ARRUDA   ";"AMERICANA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;196208
INTERIOR;D.E.REG. AMERICANA;17000;43151;"EE INOCENCIO MAIA-PROF.      ";"SANTA BARBARA D'OESTE                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;13;31;285305
INTERIOR;D.E.REG. AMERICANA;17012;43150;"EE JOSE GABRIEL DE OLIVEIRA   ";"SANTA BARBARA D'OESTE                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;191994
INTERIOR;D.E.REG. AMERICANA;17061;43147;EE ULISSES OLIVEIRA VALENTE-PF;"SANTA BARBARA D'OESTE                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;168443
INTERIOR;D.E.REG. AMERICANA;17334;42837;EE OLYMPIA BARTH OLIVEIRA-PROF;"AMERICANA                              ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;0;31;31;471945
INTERIOR;D.E.REG. AMERICANA;39846;56479;"EE ANTONIO ZANAGA-PREFEITO    ";"AMERICANA                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;2;31;495486
INTERIOR;D.E.REG. AMERICANA;905574;70779;EE JOAQUIM RODRIGUES AZENHA-DR;"NOVA ODESSA                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;245583
INTERIOR;D.E.REG. ANDRADINA;0;39705;D.E.REG. ANDRADINA;"ANDRADINA                              ";QM-SUPORTE;2;5772;DIRETOR ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;284096
INTERIOR;D.E.REG. ANDRADINA;30764;44471;"EE FRANCISCO SCHMIDT-CEL.    ";"PEREIRA BARRETO                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;342219
INTERIOR;"D.E.REG. APIAI ";14424;42633;"EE AMBROSINA O.MATTOS-PROFA. ";"APIAI                                  ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;294368
INTERIOR;"D.E.REG. APIAI ";41439;56462;"EE OSWALDINA SANTOS-PROFA.   ";"APIAI                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;349955
INTERIOR;"D.E.REG. APIAI ";48215;60998;"EE LEOPOLDO LEME VERNECK      ";"APIAI                                  ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;0;8;31;192938
INTERIOR;D.E.REG. ARACATUBA;29804;44349;EE VICTOR ANTONIO TRINDADE-PF.;"ARACATUBA                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;289653
INTERIOR;D.E.REG. ARACATUBA;909257;77168;EE ARTHUR LEITE CARRIJO-PROF.;"ARACATUBA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;318620
INTERIOR;D.E.REG. ARACATUBA;909257;77168;EE ARTHUR LEITE CARRIJO-PROF.;"ARACATUBA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;0;31;31;272642
INTERIOR;D.E.REG. ARARAQUARA;21854;43381;"EE BENTO DE ABREU             ";"ARARAQUARA                             ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;0;15;31;346886
INTERIOR;D.E.REG. ARARAQUARA;21854;43381;"EE BENTO DE ABREU             ";"ARARAQUARA                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;2;31;500788
INTERIOR;D.E.REG. ARARAQUARA;21994;43376;"EE DORIVAL ALVES              ";"ARARAQUARA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;150864
INTERIOR;D.E.REG. ARARAQUARA;911896;80485;"EE GUERINO VEDOATO            ";"MATAO                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;348187
INTERIOR;D.E.REG. ARARAQUARA;922973;22409;EE SERGIO PEDRO SPERANZA-PROF.;"ARARAQUARA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;246818
INTERIOR;"D.E.REG. ASSIS ";0;39724;"D.E.REG. ASSIS ";"ASSIS                                  ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;0;0;0;0;0;0;0;31;31;31;262832
INTERIOR;"D.E.REG. ASSIS ";32529;44718;"EE ANTONIO DE ALMEIDA PRADO   ";"IEPE                                   ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;156943
INTERIOR;"D.E.REG. ASSIS ";33236;46239;"EE LOURDES PEREIRA PROFA.    ";"ASSIS                                  ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;0;31;31;145429
INTERIOR;"D.E.REG. ASSIS ";44573;58770;EE OSWALDO MOREIRA SILVA PROF.;"PALMITAL                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;20;31;495950
INTERIOR;"D.E.REG. AVARE ";14588;41865;EE JOAO TEIXEIRA ARAUJO-PROF.;"AVARE                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;31;334288
INTERIOR;"D.E.REG. AVARE ";918489;1666;EE CELSO FERREIRA SILVA-PROF.;"AVARE                                  ";QAE;3;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;269429
INTERIOR;"D.E.REG. AVARE ";924337;24692;"EE S.A.ARAUJO-PROFA.         ";"ITAI                                   ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;0;31;31;463624
INTERIOR;"D.E.REG. BARRETOS ";28113;44028;EE FRANCISCO B.FERREIRA-COMEND;"OLIMPIA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;167873
INTERIOR;"D.E.REG. BAURU ";0;39688;"D.E.REG. BAURU ";"BAURU                                  ";QSE;1;3923;EXECUTIVO PUBLICO;A;0;1;0;0;0;0;0;0;1;31;343702
INTERIOR;"D.E.REG. BAURU ";0;39688;"D.E.REG. BAURU ";"BAURU                                  ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;1;0;0;0;0;0;0;0;1;31;356358
INTERIOR;"D.E.REG. BAURU ";0;39688;"D.E.REG. BAURU ";"BAURU                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;5;0;0;0;0;5;31;295702
INTERIOR;"D.E.REG. BAURU ";25173;43690;"EE PLINIO FERRAZ              ";"BAURU                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;1;0;0;0;0;0;0;0;1;31;249336
INTERIOR;"D.E.REG. BAURU ";25227;43702;EE ANTONIO XAVIER MENDONCA-PF.;"BAURU                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;17;0;0;0;25;31;2254951
INTERIOR;"D.E.REG. BAURU ";25297;43703;"EE STELA MACHADO              ";"BAURU                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;15;31;539903
INTERIOR;"D.E.REG. BAURU ";25297;43703;"EE STELA MACHADO              ";"BAURU                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;9;31;2255792
INTERIOR;"D.E.REG. BAURU ";25306;43694;"EE TORQUATO MINHOTO           ";"BAURU                                  ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;0;11;31;146539
INTERIOR;"D.E.REG. BAURU ";38064;46449;"EE RUBENS PIETRAROIA          ";"LENCOIS PAULISTA                       ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;138847
INTERIOR;"D.E.REG. BAURU ";900229;63888;EE DURVAL GUEDES AZEVEDO-PROF.;"BAURU                                  ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;288830
INTERIOR;"D.E.REG. BAURU ";925263;25356;"EE ANTONIO JORGE LIMA PADRE   ";"BAURU                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;31;0;0;0;0;0;31;31;168230
INTERIOR;"D.E.REG. BIRIGUI  ";0;39708;"D.E.REG. BIRIGUI  ";"BIRIGUI                                ";QSE;1;3905;ASSESSOR II;C;0;0;0;6;0;0;0;0;6;31;261703
INTERIOR;"D.E.REG. BIRIGUI  ";30260;44408;"EE JOSE MARIA DOS REIS-DR.   ";"COROADOS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;3;31;2254470
INTERIOR;"D.E.REG. BIRIGUI  ";30272;45696;EE REGINA VALARINI VIEIRA-PROF;"BIRIGUI                                ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;0;31;31;456298
INTERIOR;"D.E.REG. BIRIGUI  ";917643;1582;"EE GERACINA M.SANCHES-PROFA. ";"BIRIGUI                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;238227
INTERIOR;"D.E.REG. BOTUCATU ";0;39660;"D.E.REG. BOTUCATU ";"BOTUCATU                               ";QSE;2;3923;EXECUTIVO PUBLICO;A;0;0;0;0;0;0;0;31;31;31;334004
INTERIOR;"D.E.REG. BOTUCATU ";0;39660;"D.E.REG. BOTUCATU ";"BOTUCATU                               ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;1;0;0;0;0;0;0;0;1;31;208503
INTERIOR;"D.E.REG. BOTUCATU ";14448;41874;"EE DANUZIA DE SANTI-PROFA.   ";"ITATINGA                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;1;31;499001
INTERIOR;"D.E.REG. BOTUCATU ";14771;41913;"EE MANUEL JOSE CHAVES-DR.    ";"SAO MANUEL                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;10;31;481519
INTERIOR;"D.E.REG. BOTUCATU ";917312;89694;"EE FRANCISCO GUEDELHA-PROF.  ";"BOTUCATU                               ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;0;31;31;436634
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";17759;42921;"EE JOSE FRANCO CRAVEIRO       ";"SOCORRO                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;1;31;502812
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";17760;42946;"EE CASPER LIBERO              ";"BRAGANCA PAULISTA                      ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;211790
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";17875;42962;"EE ESTANISLAU AUGUSTO-PROF.  ";"PINHALZINHO                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;9;0;0;0;0;9;31;313225
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";17887;42951;EE MARIA CARMO BARBOZA-PROFA.;"ATIBAIA                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;195759
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";18036;42944;"EE ISMAEL AGUIAR LEME         ";"BRAGANCA PAULISTA                      ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;208445
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";42584;57330;"EE JOSE PIRES ALVIM           ";"ATIBAIA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;0;1;31;281616
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";42602;57344;EE AUGUSTA AMARAL PECANHA-PROF;"PIRACAIA                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;15;31;224354
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";42602;57344;EE AUGUSTA AMARAL PECANHA-PROF;"PIRACAIA                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;15;31;224354
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";47089;60843;EE IZOLINA PATROCINIO LIMA-PFA;"ATIBAIA                                ";QAE;2;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;500278
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";564680;98307;EE JOAO E.ALMEIDA VANNI PROF .;"BRAGANCA PAULISTA                      ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;25;25;31;191949
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";907327;73378;EE MARCOS A.SILVA GUIMARAES-PF;"BRAGANCA PAULISTA                      ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;275519
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";909361;77187;"EE SILVIO C.PINTO JUNIOR-DR. ";"BRAGANCA PAULISTA                      ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;216802
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";912864;80748;"EE SILES COLI-PROF.          ";"BRAGANCA PAULISTA                      ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;25;25;31;282008
INTERIOR;"D.E.REG. BRAGANCA PAULISTA  ";917746;1592;"EE JOSE DINI                  ";"SOCORRO                                ";QM-DOCENTE;2;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;6;6;31;269161
INTERIOR;"D.E.REG. CAMPINAS LESTE ";0;23854;"D.E.REG. CAMPINAS LESTE ";"CAMPINAS                               ";QSE;2;3905;ASSESSOR II;C;1;0;0;0;0;0;0;0;1;31;336740
INTERIOR;"D.E.REG. CAMPINAS LESTE ";0;23854;"D.E.REG. CAMPINAS LESTE ";"CAMPINAS                               ";QM-SUPORTE;1;6444;SUPERVISOR DE ENSINO;A;0;0;0;9;0;0;0;0;9;31;333839
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18284;42802;"EE ADALBERTO NASCIMENTO       ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;31;0;0;0;31;31;495099
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18338;42765;"EE GUSTAVO MARCONDES          ";"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;30;31;176516
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18570;42761;"EE JOSE MARIA MATOZINHO       ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;217618
INTERIOR;"D.E.REG. CAMPINAS LESTE ";18715;42804;"EE ANTONIO VILELA JR   PROF   ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;248254
INTERIOR;"D.E.REG. CAMPINAS LESTE ";47053;60860;EE JULIA CALHAU RODRIGUES-PROF;"JAGUARIUNA                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;30;31;241165
INTERIOR;"D.E.REG. CAMPINAS LESTE ";65626;27600;EE TELEMACO PAIOLI MELGES-DR.;"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;0;31;31;322937
INTERIOR;"D.E.REG. CAMPINAS LESTE ";563146;97779;"EE ADRIANA CARDOSO   PROF .  ";"CAMPINAS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;0;31;31;154914
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18089;42932;EE ANTONIO ALVES ARANHA-PROF.;"VALINHOS                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;255709
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18156;42813;EE AUREA A.AMERICO GODOI-PROFA;"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;244429
INTERIOR;"D.E.REG. CAMPINAS OESTE ";18594;42779;"EE JULIO MESQUITA             ";"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;0;8;31;148665
INTERIOR;"D.E.REG. CAMPINAS OESTE ";45640;58751;"EE ISRAEL SCHOBA-PROF.       ";"VINHEDO                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;159719
INTERIOR;"D.E.REG. CAMPINAS OESTE ";127796;27790;EE CECILIA GODOY CAMARGO-JORN.;"CAMPINAS                               ";QM-DOCENTE;3;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;231609
INTERIOR;"D.E.REG. CAMPINAS OESTE ";907397;73385;EE P-EUGENE CHARBONNEAU-PF.DR.;"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;173814
INTERIOR;"D.E.REG. CAMPINAS OESTE ";922985;22410;EE ANTONIO COSTA SANTOS-PREF.;"CAMPINAS                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;31;0;0;0;31;31;494911
INTERIOR;"D.E.REG. CAMPINAS OESTE ";924568;24972;EE IDALINA C.SOUZA PEREIRA-PF.;"CAMPINAS                               ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;25;25;31;172180
INTERIOR;"D.E.REG. CAPIVARI ";20801;42853;"EE FABIANO J.M.CAMARGO PADRE  ";"CAPIVARI                               ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;18;31;238655
INTERIOR;"D.E.REG. CAPIVARI ";21155;43146;EE MANOEL DA COSTA NEVES-PROF.;"RIO DAS PEDRAS                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;263464
INTERIOR;"D.E.REG. CAPIVARI ";446567;94510;"EE JARDIM MORADA DO SOL       ";"INDAIATUBA                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;4;31;216424
INTERIOR;"D.E.REG. CAPIVARI ";914009;81080;EE JOANA A.MARINS PEIXOTO-PROF;"MONTE MOR                              ";QM-DOCENTE;2;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;A;0;0;0;0;0;0;0;31;31;31;242016
INTERIOR;"D.E.REG. CAPIVARI ";920666;17593;"EE JOSE DE CAMPOS-PROF.      ";"INDAIATUBA                             ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;24;31;496059
INTERIOR;"D.E.REG. CAPIVARI ";920678;17594;"EE CYRIACO S.PIRES-CONEGO     ";"MONTE MOR                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;212181
INTERIOR;D.E.REG. CARAGUATATUBA;0;39643;D.E.REG. CARAGUATATUBA;"CARAGUATATUBA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;240546
INTERIOR;D.E.REG. CARAGUATATUBA;11253;41580;"EE ESTEVES DA SILVA-DR.      ";"UBATUBA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;5;0;0;0;0;5;31;340259
INTERIOR;D.E.REG. CARAGUATATUBA;11393;41566;"EE AVELINO FERREIRA           ";"CARAGUATATUBA                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;209694
INTERIOR;D.E.REG. CARAGUATATUBA;47824;60961;"EE AURELINA FERREIRA-PROFA.  ";"UBATUBA                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;156949
INTERIOR;D.E.REG. CATANDUVA;26682;43993;"EE NICOLA MASTROCOLA          ";"CATANDUVA                              ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;0;31;31;415449
INTERIOR;D.E.REG. CATANDUVA;26682;43993;"EE NICOLA MASTROCOLA          ";"CATANDUVA                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;10;31;208983
INTERIOR;D.E.REG. CATANDUVA;65985;27604;EE CLEOMERIO JOSE CAMPI PROF.;"CATANDUVA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;0;31;31;250628
INTERIOR;D.E.REG. FERNANDOPOLIS;26797;43936;"EE JOAQUIM ANTONIO PEREIRA    ";"FERNANDOPOLIS                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;175309
INTERIOR;D.E.REG. FERNANDOPOLIS;26803;44081;"EE SANSARA SINGH FILHO-PROF. ";"OUROESTE                               ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;483791
INTERIOR;D.E.REG. FERNANDOPOLIS;26876;43931;"EE ANTONIO TANURI-PROF.      ";"FERNANDOPOLIS                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;357964
INTERIOR;D.E.REG. FERNANDOPOLIS;26876;43931;"EE ANTONIO TANURI-PROF.      ";"FERNANDOPOLIS                          ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;143229
INTERIOR;D.E.REG. FERNANDOPOLIS;30661;44413;"EE TONICO-BARAO               ";"GENERAL SALGADO                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;216189
